id,name,description,latitude,longitude,site_type,fee,source
usfs-2681,SOUTH FORK,SOUTH FORK (Campground),33.52863,-108.5862,CAMPGROUND,No Fee,usfs
usfs-2690,TREASURE MOUNTAIN CAMPGROUND,TRESURE MOUNTAIN CAMPGROUND (Campground),43.75489,-110.94641,CAMPGROUND,No Fee,usfs
usfs-2728,SPRING CREEK CG,SPRING CREEK CG (Campground),35.77134095,-99.83939904,CAMPGROUND,No Fee,usfs
usfs-2746,DUNCAN DIVERSON,DUNCAN DIVERSON AREA (Camping Area),39.136928,-120.477443,CAMPING AREA,No Fee,usfs
usfs-2749,BOWMAN LAKE BACKCOUNTRY CAMPSITES,"The campground is walk-in only, with carry-in canoe access.  This quiet and secluded campground is very popular with fisherman and hunters.",43.891536,-85.969627,CAMPING AREA,No Fee,usfs
usfs-2750,SUGAR CREEK HUNTER,SUGAR CREEK HUNTER (Campground),32.962001,-92.792001,CAMPGROUND,No Fee,usfs
usfs-2788,INDIAN HENRY,"CLOSED DUE TO RIVERSIDE FIRE Indian Henry Campground is located in the Mount Hood National Forest, along the scenic Clackamas River. The campground is a great location for relaxation, providing access to the river and the surrounding wilderness, as well",45.108561,-122.0759,CAMPGROUND,No Fee,usfs
usfs-2809,A.T. RUFUS MORGAN SHELTER,A.T. RUFUS MORGAN SHELTER (Camping Area),35.3241749,-83.5904587,CAMPING AREA,No Fee,usfs
usfs-2819,VAN LAKE CAMPGROUND,"VAN LAKE (Camping Area) Newly improved in 2019! Six developed campsites along the southwest end of Van Lake. Two main campground loops with two vault toilets, three bear resistant storage containers, fire rings, picnic tables, and tent pads. Day use park",47.69843,-113.76997,CAMPGROUND,No Fee,usfs
usfs-2827,A.T. BROWN FORK GAP SHELTER,A.T. BROWN FORK GAP SHELTER (Camping Area),35.374274,-83.733915,CAMPING AREA,No Fee,usfs
usfs-2831,OAK KNOLL,OAK KNOLL (Camping Area),37.390881,-91.26786368,CAMPING AREA,No Fee,usfs
usfs-2841,BLACKMORE CAMP,HYALITE BELOW DAM CAMPING (Campground),45.4886,-110.9817,CAMPGROUND,No Fee,usfs
usfs-2852,WINFIELD,xxx,38.98488333,-106.44146778,CAMPING AREA,No Fee,usfs
usfs-2878,CASA DIABLO,CASA DIABLO (Camping Area),37.59753055,-118.59487222,CAMPING AREA,No Fee,usfs
usfs-2894,PNT04 RD5857 SITE B,,48.93433,-115.78828,CAMPING AREA,No Fee,usfs
usfs-2912,CROOKED RIVER #4,,45.7944,-115.5319,CAMPING AREA,No Fee,usfs
usfs-2915,MCCLURE,"The McClure Campground is located on Highway 133, on the south side of McClure Pass. The historic town of Marble is nearby and the campground sits at the head of Lee Creek. Each campsites has a picnic table and fire ring/grill. This quiet campground is s",39.12413,-107.313774,CAMPGROUND,No Fee,usfs
usfs-2922,LITTLE HOLE COMPLEX,LITTLE HOLE COMPLEX (Camping Area),40.911401,-109.313296,CAMPING AREA,No Fee,usfs
usfs-2934,PICNIC LAKE,PICNIC LAKE (Camping Area),48.15685,-113.9296,CAMPING AREA,No Fee,usfs
usfs-2945,UPPER RUSH CREEK,,41.30111111,-120.8502778,CAMPGROUND,No Fee,usfs
usfs-2969,BIG FOOT HORSE CAMP,This horse trail is approximately 23.7 miles long and moderate in difficulty. Big Foot Horse Trail consists of four loops ranging in length from 5 to 11 miles. A ride of almost any desired length can be made by combinations of these loops. Most of the tr,30.6832,-89.0393,HORSE CAMP,No Fee,usfs
usfs-2970,BARKER,BARKER,39.076958,-120.235896,CAMPING AREA,No Fee,usfs
usfs-2990,LUCERNE COMPLEX,,40.983684,-109.591198,CAMPING AREA,No Fee,usfs
usfs-3004,COLD SPRING INDIAN CG,"Indian Campground, not open to the public.",46.080578,-121.750871,CAMPGROUND,No Fee,usfs
usfs-3022,RD 473 CAMP 6,,48.33158833,-116.00651,CAMPING AREA,No Fee,usfs
usfs-3030,WHITE RIVER CAMPGROUND,"There are five camping sites, which include picnic tables and campfire rings. At this campground, recreation activities include river/stream fishing and off-highway vehicle riding.",38.9417,-115.3406,CAMPGROUND,No Fee,usfs
usfs-3051,LOST CREEK,,47.71514,-115.92925,CAMPING AREA,No Fee,usfs
usfs-3070,CLEAR CREEK,,41.953,-113.317,CAMPING AREA,No Fee,usfs
usfs-3081,566 PINEY CREEK HC,The Piney Creek Horse Trail is a system of horse trails that meanders approximately 53 miles through the East Texas pineywoods in the Davy Crockett National Forest.  Trail riding groups of more than 75 persons (including spectators) will need a Special-U,31.3175,-95.18611111,HORSE CAMP,No Fee,usfs
usfs-3086,JUNIPER,,33.98593587,-111.87260139,CAMPING AREA,No Fee,usfs
usfs-3106,FISH CREEK,"CLOSED DUE TO RIVERSIDE FIRE Fish Creek Campground is located next to the Clackamas Wild and Scenic River. It provides access to some of the area ' s whitewater, as well as a place to fish. Whether it is relaxation or expansive exploration, there ' s som",45.158889,-122.151669,CAMPGROUND,No Fee,usfs
usfs-3113,NICHOLS CREEK,,39.562428,-120.3864,CAMPING AREA,No Fee,usfs
usfs-3121,TRACE BRANCH CAMPING AREA,"Trace Branch is a small, dispersed campsite with limited development off Rock Creek Road in McCreary County. The campsite is along Rock Creek, a Kentucky Wild River.",36.673613,-84.596301,CAMPING AREA,No Fee,usfs
usfs-3166,NORTH FORK CALLAHAN,,48.47446945,-116.14299166,CAMPING AREA,No Fee,usfs
usfs-3190,JACK ROBINSON,,39.05651,-120.5497,CAMPING AREA,No Fee,usfs
usfs-3197,REYNOLDS BASIN,,40.911267,-122.022777,CAMPING AREA,No Fee,usfs
usfs-3213,LAST CHANCE,LAST CHANCE (Camping Area),39.11039,-120.62586,CAMPING AREA,No Fee,usfs
usfs-3216,CASTLE PEAK,,39.357143,-120.363951,CAMPING AREA,No Fee,usfs
usfs-3220,LOW LAKE SITE 3,LOW LAKE SITE 3 (Camping Area),47.966452,-91.83092,CAMPING AREA,No Fee,usfs
usfs-3238,CURL RIDGE JEEP,,41.032655,-122.10528,CAMPING AREA,No Fee,usfs
usfs-3240,BIG MEADOW CAMPGROUND,"This campground, at an elevation of 7,500 feet. There are 30 single units and eight double units. Natural Features: An open meadow that is surrounded by a variety of pines, including Lodgepole pines, Jeffery pines and Red fir.  A trailhead nearby leads i",36.72049723,-118.8200602,CAMPGROUND,No Fee,usfs
usfs-3254,HATCH LAKE STAGING,HATCH LAKE STAGING (Camping Area),37.09742222,-119.19503055,CAMPING AREA,No Fee,usfs
usfs-3333,LAKE OF EGYPT - BUCK RIDGE,The southeast side of the Lake of Egypt is surrounded by Shawnee National Forest and open to primitive camping in the general forest area. Hickory Ridge Boat Launch is a gravel launch situated on the eastern finger of Lake of Egypt in Johnson County.  Po,37.578586,-88.880616,CAMPING AREA,No Fee,usfs
usfs-3350,DAVIS PATH A.T. CAMPING AREA,This is an Appalachain Trail shelter.,36.91277778,-81.37777778,CAMPING AREA,No Fee,usfs
usfs-3360,LAZY BEND,"CLOSED DUE TO RIVERSIDE FIRE Lazy Bend Campground sits next to the Wild and Scenic Clackamas River, close to the city of Estacada. The adjacent river provides opportunities for rafting, kayaking, fishing and swimming. The  campground is comfortable for i",45.190369,-122.207589,CAMPGROUND,No Fee,usfs
usfs-3363,BROWN MOUNTAIN CUA ROADSIDE CAMPSITES,BROWN MOUNTAIN CUA ROADSIDE CAMPSITES (Campground),35.89264,-81.74033,CAMPGROUND,No Fee,usfs
usfs-3375,WOLVERINE LAKES DISPERSED SITE 17,,48.970588,-114.921412,CAMPING AREA,No Fee,usfs
usfs-3379,A.T. JERRY CABIN SHELTER,,36.05635,-82.65727,CAMPING AREA,No Fee,usfs
usfs-3393,RD 473 CAMP 5,,48.33438833,-115.98472667,CAMPING AREA,No Fee,usfs
usfs-3398,LAKE OF THE WOODS,Lake of the Woods is a small lake that is popular on weekends.  There are approximately 15 camping spots with fire pits and picnic tables situated along the shoreline.  There is no piped water available. This lake generally opens later in the spring as i,39.503097,-120.391229,CAMPGROUND,No Fee,usfs
usfs-3402,IRON CREEK,IRON CREEK (Campground),32.9094162,-107.80381775,CAMPGROUND,No Fee,usfs
usfs-3405,WOLVERINE LAKES DISPERSED SITE 8,,48.969422,-114.948591,CAMPING AREA,No Fee,usfs
usfs-3416,BRULE LAKE SITE #1,,47.92784,-90.642325,CAMPING AREA,No Fee,usfs
usfs-3441,ROSS CAMP,Ross Campground has three rustic campsites tucked off of the beaten path. It is located next to Jamison Creek in a conifer forest of predominantly red fir trees.,39.89937,-120.18675,CAMPING AREA,No Fee,usfs
usfs-3449,WEST FORK FS 44 DISPERSED,WEST FORK FS 44 DISPERSED (Camping Area),38.565895,-79.827945,CAMPING AREA,No Fee,usfs
usfs-3450,SCOUTANA - SAWMILL,,47.55062252,-112.7365664,CAMPING AREA,No Fee,usfs
usfs-3453,COVE MOUNTAIN A.T. SHELTER,This is an Appalachain Trail shelter.,37.51111111,-79.65083333,CAMPING AREA,No Fee,usfs
usfs-3455,MUSTANG RIDGE COMPLEX,,40.926944,-109.438344,CAMPING AREA,No Fee,usfs
usfs-3457,A.T. MUSKRAT CREEK SHELTER,Shelter on the Appalachian Trail,35.02069433,-83.58134041,CAMPING AREA,No Fee,usfs
usfs-3469,SUMMIT LAKE,SUMMIT LAKE (Camping Area),37.20150556,-118.95970278,CAMPING AREA,No Fee,usfs
usfs-3472,SURPRISE LAKES,SURPRISE LAKES,46.088584,-121.758917,CAMPING AREA,No Fee,usfs
usfs-3540,MILL CREEK - PRIVATE,MILL CREEK - PRIVATE (Campground),40.322973,-121.523656,CAMPGROUND,No Fee,usfs
usfs-3545,LAWRENCE CROSSING,LAWRENCE CROSSING CAMPGROUND (Campground),34.6539,-111.7337,CAMPING AREA,No Fee,usfs
usfs-3553,A.T. SASSAFRAS GAP SHELTER,A.T. SASSAFRAS GAP SHELTER (Camping Area),35.33086,-83.66688,CAMPING AREA,No Fee,usfs
usfs-3564,C64 COPPER BASIN DESIGNATED DISP.,C64 COPPER BASIN DESIGNATED DISP. (Camping Area),34.50715,-112.51855,CAMPING AREA,No Fee,usfs
usfs-3573,COTTONWOOD,COTTONWOOD (Campground),34.63944444,-118.5027778,CAMPGROUND,No Fee,usfs
usfs-3591,SPRUCE CREEK LOOP,,39.04364,-120.57345,CAMPING AREA,No Fee,usfs
usfs-3623,TURKEY TROT HUNTER,TURKEY TROT HUNTER (Campground),32.893001,-92.951001,CAMPGROUND,No Fee,usfs
usfs-3630,HONEY HILL,This primitive camping facility is located between McClellanville and Honey Hill. A short camp loop swings through an upland pine/oak forest and encircles a fire lookout tower. The fire lookout tower is no longer in use.,33.17418402,-79.56184827,CAMPGROUND,No Fee,usfs
usfs-3672,CLARK FORK,"Clark Fork Horse Camp is located past the dump station at Clark Fork Campground,  There are 13 sites available. Some sites have picnic tables. There are three vault toilets and no potable drinking water. There is a watering trough for stock. Road and par",38.400865,-119.793601,HORSE CAMP,No Fee,usfs
usfs-3686,A.T. PLUM ORCHARD SHELTER,Wooden Shelter approximately 4 miles from parking at Dick's Creek Gap,34.94583,-83.5883,CAMPING AREA,No Fee,usfs
usfs-3699,MORAINE CAMPGROUND,"25 sites with portable toilets, this is an overflow campground.",37.929767,-119.159901,CAMPGROUND,No Fee,usfs
usfs-3703,FRISCO CAMP,FRISCO CAMP (Campground),33.205353,-109.149734,CAMPGROUND,No Fee,usfs
usfs-3715,EAST ELKHORNS GFA - SLIM SAM CUA,,46.246,-111.699,CAMPING AREA,No Fee,usfs
usfs-3722,SAWMILL LAKE,,39.44317,-120.59334,CAMPING AREA,No Fee,usfs
usfs-3725,LOWER BRIDGE,LOWER BRIDGE (Camping Area),37.39420555,-119.65180278,CAMPING AREA,No Fee,usfs
usfs-3729,FDR9406L-PIPELINE RD-DESIGNATED DISP.,,34.457417,-112.450917,CAMPING AREA,No Fee,usfs
usfs-3772,MIDDLE FORK CIMARRON DISPERSED,MIDDLE FORK CIMARRON DISPERSED (Camping Area),38.1787,-107.5161,CAMPING AREA,No Fee,usfs
usfs-3781,A.T. WESSER BALD SHELTER,,35.28248,-83.58211,CAMPING AREA,No Fee,usfs
usfs-3802,EAST ELKHORNS GFA - PARK MINES CUA,,46.364,-111.714,CAMPING AREA,No Fee,usfs
usfs-3805,SHADY DELL CG,Site decommissioned.,43.78777778,-122.5405556,GROUP CAMPGROUND,No Fee,usfs
usfs-3856,BEAR CREEK DISPERSED CAMPING AREA,BEAR CREEK DISPERSED CAMPING AREA (Camping Area),34.81472222,-84.56111111,CAMPING AREA,No Fee,usfs
usfs-3865,SPRING CREEK EASTSIDE CAMP AREA,SPRING CREEK EASTSIDE CAMP AREA (Camping Area),35.77243106,-99.83409765,CAMPING AREA,No Fee,usfs
usfs-3891,BULLPEN LAKE,,39.421952,-120.636293,CAMPING AREA,No Fee,usfs
usfs-3948,SUN CANYON - TETON,,47.61892024,-112.7287367,CAMPING AREA,No Fee,usfs
usfs-3960,SLUMGULLION,"Slumgullion Campground is located southeast of Lake City, CO. Visitors who use this campground have access to motorized trails, fishing streams, hiking trails, biking trails and wilderness areas. There are also scenic drives and four-wheel drives close t",37.98671,-107.223554,CAMPGROUND,No Fee,usfs
usfs-3964,LAKE FORK,LAKE FORK (Camping Area),39.944265,-111.42498,CAMPING AREA,No Fee,usfs
usfs-3973,EMPIRE CREEK,,39.624812,-120.7746,CAMPING AREA,No Fee,usfs
usfs-3976,BLUFF SPRINGS,BLUFF SPRINGS (Trailhead),32.83101,-105.73701,CAMPING AREA,No Fee,usfs
usfs-3984,SPENCER CREEK,,39.701835,-120.742397,CAMPING AREA,No Fee,usfs
usfs-4013,CHICO FLAT,This area is currently partially closed to camping per Forest Order 0513-21-13- There is no camping within 350 feet of the Kern River - this area is day-use only until further notice. See link above for further details and map. Dispersed Camping on Upper,35.823536,-118.46223,CAMPGROUND,No Fee,usfs
usfs-4022,NANTAHALA LAKE DISPERSED CAMPING SITE - LAKE ACCESS,,35.168266,-83.669804,CAMPING AREA,No Fee,usfs
usfs-4043,RD 714-02,,46.16959833,-113.981375,CAMPING AREA,No Fee,usfs
usfs-4047,A.T. WHITLEY GAP SHELTER,Wooden Shelter approximately 1 mile from parking lot,34.71238,-83.8338,CAMPING AREA,No Fee,usfs
usfs-4068,A.T. CABLE GAP SHELTER,Trail shelter located on the Appalachian Trail.,35.415304,-83.773418,CAMPING AREA,No Fee,usfs
usfs-4070,CRYSTAL SPRINGS,Site is Permanently Closed,47.3112,-121.3152,CAMPGROUND,No Fee,usfs
usfs-4095,PUNCHBOWL A.T. SHELTER,This is an Appalachain Trail shelter.,37.6775,-79.33861111,CAMPING AREA,No Fee,usfs
usfs-4115,SUOMI SOUTH SIDE DISPERSED SITES M7,"SUOMI SOUTH SIDE DISPERSED SITES M6,M7,M11, M15, M18, M82 (Camping Area)",47.44963639,-93.62921667,CAMPING AREA,No Fee,usfs
usfs-4130,FRENCH CREEK,"This small campground is in a remote area with picnic tables, fire rings, and a vault toilet. This site is popular for rockhounding and exploring the badlands and prairie. Adjacent to the campground is a barren hill with a layer of exposed rocks, includi",43.65875,-103.02775,CAMPGROUND,No Fee,usfs
usfs-4137,AIKEN'S CREEK CAMPGROUND,AIKEN'S CREEK CAMPGROUND (Campground),40.23194444,-123.6547222,CAMPGROUND,No Fee,usfs
usfs-4216,SABE SADDLE-01,,45.673685,-114.94743333,CAMPING AREA,No Fee,usfs
usfs-4221,ALPINE MEADOWS (MARTIS CREEK),,39.32070441,-120.12309781,CAMPGROUND,No Fee,usfs
usfs-4250,EAST ELKHORNS GFA - GLENDALE BUTTE/TH 109 CUA,,46.269,-111.692,CAMPING AREA,No Fee,usfs
usfs-4253,SAMPSON FLAT,,36.79138889,-119.0861111,CAMPING AREA,No Fee,usfs
usfs-4269,MALLARD LAKE,MALLARD LAKE (Camping Area),37.25403707,-119.04449138,CAMPING AREA,No Fee,usfs
usfs-4287,FOURMILE LAKE SITE 2,,47.68634587,-90.96666501,CAMPING AREA,No Fee,usfs
usfs-4290,LT BOULDER BAY-03,,45.72173,-114.262305,CAMPING AREA,No Fee,usfs
usfs-4340,DELTA CAMPGROUND,Closed indefinitely due to the Holiday Farm Fire.,44.1631,-122.2764,CAMPGROUND,No Fee,usfs
usfs-4351,GALLINAS GROUP SITE,GALLINAS GROUP SITE (Camping Area),34.22050695,-105.65035076,CAMPING AREA,No Fee,usfs
usfs-4366,KELLEY CREEK,KELLEY CREEK (Camping Area),43.60148,-115.101289,CAMPING AREA,No Fee,usfs
usfs-4413,ROSS CREEK - MAIN,,48.18413055,-115.98371666,CAMPING AREA,No Fee,usfs
usfs-4415,RD 720-04,,46.11417667,-113.88521333,CAMPING AREA,No Fee,usfs
usfs-4424,MILTON RESERVOIR,"Dispersed camping only. Vault toilet, but no other services are provided.",39.522696,-120.575977,CAMPGROUND,No Fee,usfs
usfs-4426,ALMANOR OVERFLOW,ALMANOR OVERFLOW (Camping Area),40.214703,-121.188205,CAMPING AREA,No Fee,usfs
usfs-4452,MOWER BASIN DISPERSED,MOWER BASIN DISPERSED (Camping Area),38.61994,-79.935067,CAMPING AREA,No Fee,usfs
usfs-4462,MIDDLE MOUNTAIN ROAD FS 14 DISPERSED,MIDDLE MOUNTAIN ROAD FS 14 DISPERSED (Camping Area),38.617197,-79.726823,CAMPING AREA,No Fee,usfs
usfs-4463,COYOTE CAMP 1,COYOTE CAMP 1 (Camping Area),37.18718794,-119.09171548,CAMPING AREA,No Fee,usfs
usfs-4465,JONES CREEK CAMPGROUND,"Basic Camping No Utilities, Boat Ramp",36.6811,-88.0521,CAMPGROUND,No Fee,usfs
usfs-4529,A.T. COLD SPRING SHELTER,,35.231201,-83.559985,CAMPING AREA,No Fee,usfs
usfs-4532,STRAWBERRY LAKE CAMP 2,STRAWBERRY LAKE CAMP 2 (Camping Area),37.20545027,-119.11380173,CAMPING AREA,No Fee,usfs
usfs-4550,NELSON GROUP CG,"Located near Westgard Pass and White Mountain Road, three separate large group sites are popular with academic institutions for geology field trips. Surrounded by Pinyon and Juniper, Camp Nelson, Camp Noren, and Camp Ferguson all have shade ramada ' s, c",37.278326,-118.153914,GROUP CAMPGROUND,No Fee,usfs
usfs-4560,LOST CREEK CAMPGROUND,,46.209165,-113.00328,CAMPGROUND,No Fee,usfs
usfs-4567,LONE ROCK CG,walk/bike/boat in,38.863334,-120.385998,CAMPGROUND,No Fee,usfs
usfs-4593,ABBOTT CREEK,,36.7675,-118.974444,CAMPING AREA,No Fee,usfs
usfs-4606,BRISTOW CREEK 5049B,,48.54428401,-115.26458917,CAMPING AREA,No Fee,usfs
usfs-4625,SLATE RIVER DESIGNATED CAMPING AREA,"Designated camping area in the Slate River drainage, close to Crested Butte. 19 sites are available and camping is allowed only in designated sites, 4x4 recommended for sites 18 and 19. Each site has a fire ring and is marked with a unit marker.",38.9564,-107.061,CAMPING AREA,No Fee,usfs
usfs-4634,RD 7218B,,48.56138,-115.1247,CAMPING AREA,No Fee,usfs
usfs-4709,BARRON DISP SITE 2,,48.51392779,-115.28929398,CAMPING AREA,No Fee,usfs
usfs-4721,SUN CANYON L&C,,47.61083201,-112.7372972,CAMPGROUND,No Fee,usfs
usfs-4729,NEW CANYON,NEW CANYON (Campground),34.6709898,-106.41014016,CAMPGROUND,No Fee,usfs
usfs-4748,PNT03 TR92 SITE C,,48.99913,-115.00605,CAMPING AREA,No Fee,usfs
usfs-4749,RD470-01,,48.554744,-115.145152,CAMPING AREA,No Fee,usfs
usfs-4755,TAYLOR PEAK,,48.38606389,-115.78804722,CAMPING AREA,No Fee,usfs
usfs-4769,EXCELSIOR,"Closed. Road to campground washed out in 2021, campground will be decommissioned.",48.9068,-121.8218,GROUP CAMPGROUND,No Fee,usfs
usfs-4783,NORTH FORK TRINITY,,40.770145,-123.127075,CAMPING AREA,No Fee,usfs
usfs-4788,VOYAGER HORSE CAMP,VOYAGER HORSE CAMP (Camping Area),37.10948964,-118.96386051,CAMPING AREA,No Fee,usfs
usfs-4814,TRAPPER CAMP,,39.498,-120.9542,CAMPING AREA,No Fee,usfs
usfs-4825,EAST TOWER,EAST TOWER CAMPGROUND,30.3837,-82.3305,CAMPGROUND,No Fee,usfs
usfs-4828,RADIO CAMP,RADIO CAMP (Camping Area),37.08641376,-119.22002392,CAMPING AREA,No Fee,usfs
usfs-4858,GRIZZLY CREEK,GRIZZLY CREEK (Camping Area),37.526333,-119.46540202,CAMPING AREA,No Fee,usfs
usfs-4861,BEARTRAP,,39.639492,-120.50649,CAMPING AREA,No Fee,usfs
usfs-4887,A.T. NO BUSINESS KNOB SHELTER,A.T. NO BUSINESS KNOB SHELTER (Camping Area),36.06661925,-82.43358995,CAMPING AREA,No Fee,usfs
usfs-4889,EAST BIG BELTS GFA - WAGNER GULCH CUA,,46.749,-111.454,CAMPING AREA,No Fee,usfs
usfs-4907,BIG JACK LAKE M128,,47.528027,-93.605129,CAMPING AREA,No Fee,usfs
usfs-4930,INDEPENDENCE LAKES CG,Independence Lake Campground and Picnic Area is a non-fee campground and picnic area where reservations are not required. There are 5 single sites.  This area is accessible for a season that varies usually between July through October. Sites are handicap,42.2182692,-113.6743526,CAMPGROUND,No Fee,usfs
usfs-4933,LAUREL FORK PRIMITIVE CAMP,No Information,37.12388889,-82.65027778,CAMPGROUND,No Fee,usfs
usfs-4941,ROBINSON CREEK,,48.94020555,-115.47959167,CAMPING AREA,No Fee,usfs
usfs-4946,GOLD CREEK,"This campground provides access to hiking, horseback riding, fishing and four-wheel driving. The site lies next to the southeastern boundary of the Fossil Ridge Wilderness Area. This natural area is a haven for hikers, backpackers and equestrians. (No me",38.655317,-106.575249,CAMPGROUND,No Fee,usfs
usfs-4965,BIG OAK  HUNTER CAMP,Big Oak Hunter Camp is our only physically disabled hunting area in the Talladega National Forest. This camp is a 1700 acre hunting unit for physically disabled hunters possessing the required State permits in Choccolocco Wildlife Management Area. Big Oa,33.72139,-85.560097,CAMPGROUND,No Fee,usfs
usfs-4971,MUGGLER CREEK,MUGGLER CREEK (Camping Area),37.46763889,-119.42175,CAMPING AREA,No Fee,usfs
usfs-4976,OHMER CREEK CAMPGROUND,The Ohmer Creek Campground is on a minimal maintenance schedule due to budget constraints. Please pack in/pack out your trash and use restroom facilities at neighboring Forest Service recreation areas if a waste containment system is not available on you,56.57732022,-132.74071106,CAMPGROUND,No Fee,usfs
